Optional. Used in dashboards and to gate intake outside the project window.,Bidategetswe. Bikoreshwa ku bibaho no gufunga kwakira hanze y'igihe cy'umushinga.
Order,Urutonde
Other,Ikindi
Pending,Bitegereje
Phone,Telefoni
Phone Hotline,Umurongo wa Telefoni
Phone Number,Numero ya Telefoni
Pick a CSV first.,Hitamo CSV mbere.
Pick at least one duty,Hitamo nibura inshingano imwe
Pick {0},Hitamo {0}
Please define {0} before continuing.,Tegura {0} mbere yo gukomeza.
Please describe your complaint in detail,Mwitonze musobanure ikibazo cyanyu
Polling failed.,Gukurikirana byanze.
Position,Umwanya
Preferred Contact Method,Uburyo Mwifuza Kugezwaho
Preparing preview…,Gutegura reba mbere...
Prev,Subira inyuma
Preview,Reba mbere
Project,Umushinga
Project Code,Kode y'Umushinga
Project Code is required.,Kode y'Umushinga irakenewe.
Project Roles,Inshingano z'Umushinga
Project Setup Wizard,Umufasha wo Gutegura Umushinga
Project Summary,Incamake y'Umushinga
Project Title,Umutwe w'Umushinga
Project activated,Umushinga watangijwe
Project already active.,Umushinga usanzwe ukora.
Project code cannot be changed after creation.,Kode y'umushinga ntishobora guhindurwa nyuma yo gukorwa.
Project created: {0},Umushinga wakozwe: {0}
Project is already active.,Umushinga usanzwe ukora.
Project not found,Umushinga ntiwabonetse
Project users,Abakoresha b'Umushinga
Project-wide behavioural defaults. You can adjust these later from project settings.,Imikorere y'ibanze y'umushinga. Ushobora kubihindura nyuma mu igenamiterere.
Provide your contact details to receive status updates,Tanga aho twabagereraho kugira ngo muhabwe amakuru
Province,Intara
Public,Rusange
Public Dashboard,Ikibaho cya Rubanda
Public Portal,Urubuga rwa rubanda
Public Reports,Raporo za Rubanda
Public reports will appear here once generated.,Raporo za rubanda zizagaragara hano nyuma yo gukorwa.
Publish project to citizen portal,Tangaza umushinga ku rubuga rw'abaturage
Raise Issue,Tanga Ikibazo
Rate this resolution,Tanga amanota kuri uku gukemurwa
Redirection Protocol,Uburyo bwo Kohereza Ahandi
Region,Akarere
Region Duty Coverage,Inshingano mu Turere
Region removal failed,Gukuraho akarere byanze
Regions,Uturere
Regions that will be created:,Uturere tuzakorwa:
Rejected Status,Imimerere Yanzwe
Rejected?,Cyanze?
Reminder Before,Kwibutsa Mbere
Removal is blocked for any region that still has active users.,Gukuraho byabujijwe ku karere kose gakifite abakoresha bakora.
Remove selected regions from project,Kura uturere twatoranyijwe ku mushinga
Remove the selected user from this project?,Kura ukoresha watoranyijwe kuri uyu mushinga?
Remove {0} selected region(s) from project,Kura uturere {0} twatoranyijwe ku mushinga
Remove {0} selected users from this project?,Kura abakoresha {0} batoranyijwe kuri uyu mushinga?
Removed {0} region(s),Hakuwemo uturere {0}
Removing…,Birasibwa...
Reports,Raporo
Required fields missing,Ibyangombwa biburayo
Res Days,Iminsi yo Gukemura
Resend code,Wongere wohereze kode
Resend verification code,Wongere wohereze kode yo kwemeza
Resolution Days,Iminsi yo Gukemura
Resolve,Gukemura
Resolved,Byakemuwe
Role,Inshingano
Role Name,Izina ry'Inshingano
Route To,Yohereza Kuri
Routes To,Yoherereza Kuri
Row {0}: Acknowledgment Days must be >= 0.,Umurongo {0}: Iminsi yo Kwemeza igomba kuba >= 0.
Row {0}: Resolution Days must be >= 1.,Umurongo {0}: Iminsi yo Gukemura igomba kuba >= 1.
Row {0}: Resolution Days must be >= Acknowledgment Days.,Umurongo {0}: Iminsi yo Gukemura igomba kuba >= Iminsi yo Kwemeza.
Rwanda,Rwanda
SLA validation failed — see errors above.,Igenzura rya SLA ryanze — reba amakosa hejuru.
SLAs are tuned per administrative level. Adjust the acknowledgment and resolution targets and toggle auto-escalation for each level.,SLA zigenwa kuri buri rwego rw'ubuyobozi. Hindura intego z'ikwemeza n'ikuremurwa kandi uhindure escalade ku rwego.
SLAs saved.,SLA zabitswe.
SMS Message,Ubutumwa bwa SMS
Sample,Urugero
Save,Bika
Save All,Bika Byose
Save Category,Bika Icyiciro
Save Department,Bika Ishami
Save Group,Bika Itsinda
Save Level,Bika Urwego
Save Status,Bika Imimerere
Save Step 1 first to create the project.,Banza ubike Intambwe ya 1 kugira ngo ukore umushinga.
Save Step 1 to begin,Bika Intambwe ya 1 utangire
Save Template,Bika Icyitegererezo
Save Type,Bika Ubwoko
Save your tracking code to check the status of your complaint,Bika kode yo gukurikirana kugira ngo urebe aho ikibazo cyawe kigeze
Schedule,Gahunda
Search by email or name,Shakisha ukoresheje imeyili cyangwa izina
Search name / email / position,Shakisha izina / imeyili / umwanya
Search projects...,Shakisha imishinga...
Search regions...,Shakisha uturere...
Searching...,Birashakishwa...
Sector,Umurenge
See public statistics,Reba imibare rusange
Seeded {0} default statuses. Tweak as needed.,Hashyizweho imimerere y'ibanze {0}. Hindura uko ushaka.
Select,Hitamo
Select Project,Hitamo Umushinga
Select Region,Hitamo Akarere
Send code to my email,Wohereze kode kuri imeyili yanjye
Send code to my phone,Wohereze kode kuri telefoni yanjye
Send verification code to {0},Wohereze kode yo kwemeza kuri {0}
Sending...,Birohereza...
Showing 50 of {0} gaps.,Hagaragazwa 50 mu cyuho {0}.
Showing up to 100 enabled users.,Hagaragazwa abakoresha 100 bakora.
Showing up to 50 Email Templates.,Hagaragazwa Ibyitegererezo by'Imeyili 50.
Single user,Ukoresha umwe
"Solution proposed, implemented, and verified","Igisubizo cyatanzwe, cyashyizweho, kandi cyemejwe"
Source column,Inkingi y'inkomoko
Start Date,Itariki yo Gutangira
Start import,Tangira kohereza
Starting import…,Gutangira kohereza...
Status,Imimerere
Status '{0}' already exists for this project.,Imimerere '{0}' isanzwe iriho kuri uyu mushinga.
Status Name,Izina ry'Imimerere
Status Name is required.,Izina ry'Imimerere rirakenewe.
Status created.,Imimerere yakozwe.
Status deleted.,Imimerere yasibwe.
Status updated.,Imimerere yavuguruwe.
Stay anonymous,Komeza utamenyekane
Step component pending — see plan tasks 3.2-B / 3.2-C,Igice cy'intambwe kirategereje — reba imirimo 3.2-B / 3.2-C
Step {0},Intambwe ya {0}
Submission failed. Please try again.,Kohereza byanze. Mwongere mugerageze.
Submit,Ohereza
Submit Another Complaint,Ohereza Ikindi Kibazo
Submit Complaint,Ohereza Ikibazo
Submit a Grievance,Ohereza Ikibazo
Submit an appeal,Tanga ubujurire
Submit appeal,Ohereza ubujurire
Submit rating,Ohereza amanota
Submit through the GRM mobile application available on Android,Ohereza ukoresheje porogaramu ya GRM kuri Android
Submitted,Cyoherejwe
Submitting...,Birohereza...
"Supports Jinja2: {{ tracking_code }}, {{ status }}, {{ subject }}, {{ complainant_name }}, {{ created_date }}, etc.","Yemera Jinja2: {{ tracking_code }}, {{ status }}, {{ subject }}, {{ complainant_name }}, {{ created_date }}, n'ibindi."
Target,Aho bigana
Target field,Aho bigana
"Tell us about your project. The information below will appear across the platform — citizen-facing portals, mobile apps, and notification templates.","Tubwire ibyerekeye umushinga wawe. Amakuru hepfo azagaragara muri platform — ku rubuga rw'abaturage, porogaramu za telefoni, n'ibyitegererezo byo kumenyesha."
Tell us why you are not satisfied,Tubwire impamvu mutanyuzwe
Template '{0}' already exists for this project.,Icyitegererezo '{0}' gisanzwe kiriho kuri uyu mushinga.
Template Active,Icyitegererezo Kirakora
Template Name,Izina ry'Icyitegererezo
Template Name is required.,Izina ry'Icyitegererezo rirakenewe.
Template Type,Ubwoko bw'Icyitegererezo
Template Type is required.,Ubwoko bw'Icyitegererezo burakenewe.
Template created.,Icyitegererezo cyakozwe.
Template deleted.,Icyitegererezo cyasibwe.
Template name is the record id and can't be changed.,Izina ry'icyitegererezo ni kode y'inyandiko ntihindurwa.
Template updated.,Icyitegererezo cyavuguruwe.
Thanks for your feedback,Murakoze ku gitekerezo cyanyu
The mobile app is not available yet. Please check back later.,Porogaramu ya telefoni iracyahari. Reba nyuma.
"There is no way to keep the descendants — descendants without an ancestor produce orphan regions, which the wizard refuses to create.","Nta buryo bwo kugumya uturere two munsi — uturere tutagira uwakwiriye dukora uturere imfubyi, abuza umufasha kubikora."
These fields identify your project to staff and citizens.,Ibi byangombwa biranga umushinga wawe ku bakozi n'abaturage.
These roles must be created in Step 8 (Roles) first:,Izi nshingano zigomba kubanza gukorwa mu Ntambwe ya 8 (Inshingano):
"Tick ""I confirm the project setup is complete"" to activate.","Shyira akamenyetso kuri ""Nemeza ko gutegura umushinga byarangiye"" kugira ngo utangize."
Tick a checkbox to grant the role that duty — saves immediately.,Shyira akamenyetso kugira ngo uhe inshingano iyo nshingano — bibitsa ako kanya.
"Tick the confirmation above, then click ""Activate Project"" to mark setup complete and switch to the Platform workspace.","Shyira akamenyetso ku iyemezwa hejuru, hanyuma ukande ""Tangiza Umushinga"" kwemeza ko byarangiye uhinduke ujye ku Mwanya wa Platform."
Tick the duties this role performs in the case lifecycle. At least one is required.,Shyira akamenyetso ku nshingano iyi nshingano ikora mu kibazo. Nibura imwe irakenewe.
Time Zone,Igihe
Title,Umutwe
Title is required.,Umutwe urakenewe.
Total Issues,Ibibazo Byose
Track,Kurikirana
Track Complaint,Kurikirana Ikibazo
Track Your Complaint,Kurikirana Ikibazo Cyawe
Tracking Code,Kode yo Gukurikirana
Tracking Result,Igisubizo cyo Gukurikirana
Type,Ubwoko
Type '{0}' already exists for this project.,Ubwoko '{0}' busanzwe buriho kuri uyu mushinga.
Type Name,Izina ry'Ubwoko
Type Name is required.,Izina ry'Ubwoko rirakenewe.
Type created.,Ubwoko bwakozwe.
Type deleted.,Ubwoko bwasibwe.
Type updated.,Ubwoko bwavuguruwe.
"Types are project-scoped. Pick a small, stable list — citizens see these on intake forms.","Amoko ari mu mushinga gusa. Hitamo urutonde ruto, ruhamye — abaturage babibona ku mafishi."
Unrouted,Ntibyoherejwe
Updated {0} users.,Byavuguruwe abakoresha {0}.
Updated {0}; {1} failed.,{0} byavuguruwe; {1} byanze.
Updated.,Byavuguruwe.
"Upload a CSV with one column per administrative level (e.g. Province, District, Sector). The highest level is auto-created from the project's country.","Ohereza CSV ifite inkingi imwe kuri buri rwego rw'ubuyobozi (urugero Intara, Akarere, Umurenge). Urwego rwo hejuru rwikora ku gihugu cy'umushinga."
Uploaded: {0},Cyoherejwe: {0}
Use phone as login (no real email required),Koresha telefoni kwinjira (nta imeyili yose ikenewe)
User,Ukoresha
User added.,Ukoresha yongeweho.
User and Role are required.,Ukoresha n'Inshingano birakenewe.
Users will log in with their phone number. Username and mobile_no are set from the phone digits; placeholder emails are auto-generated for rows without one.,Abakoresha bazinjira bakoresheje numero ya telefoni. Username na mobile_no bishyirwaho biva ku mibare ya telefoni; imeyili zo guhamya zikoreshwa imirongo idafite imeyili.
Value,Agaciro
Verify & Submit,Emeza & Ohereza
View,Reba
View Dashboard,Reba Ikibaho
View Reports,Reba Raporo
Village,Umudugudu
Visit the nearest GRM office to submit your complaint in person,Sura ibiro bya GRM biri hafi yawe utange ikirego cyawe ku muntu
"We are here to help. Track complaints, view statistics, and submit new grievances easily.","Turi hano kubafasha. Kurikirana ibibazo, reba imibare, kandi ohereze ibibazo bishya bworoshye."
We'll use the default project,Tuzakoresha umushinga w'ibanze
"Web form coming soon. For now, please use one of the methods above.","Ifishi y'urubuga iri gutegurwa. Hagati aho, koresha bumwe mu buryo buvuzwe hejuru."
What is your complaint about?,Ikibazo cyanyu kireba iki?
What's new,Ibishya
When did this happen?,Ibi byabaye ryari?
Where did the issue occur?,Ikibazo cyabereye he?
Which project does your complaint relate to?,Ni uwuhe mushinga ikibazo cyanyu kireba?
Yes,Yego
"Yes, remove","Yego, kura"
"Yes, remove regions + descendants + unassign users","Yego, kura uturere + ibyo munsi + ukure abakoresha"
Your Name,Izina Ryanyu
Your appeal has been recorded,Ubujurire bwanyu bwanditswe
Your complaint will be processed without contact information,Ikibazo cyanyu kizakorwaho nta makuru y'aho mwagerwaho
a Final status,imimerere ya Nyuma
age group,itsinda ry'imyaka
age groups,amatsinda y'imyaka
"all {0} region(s) have Intake, Review, and Investigate & Resolve.","uturere {0} twose dufite Kwakira, Kugenzura, no Gushakisha & Gukemura."
an Initial status,imimerere ya Mbere
categories,ibyiciro
category,icyiciro
citizen group,itsinda ry'abaturage
citizen groups,amatsinda y'abaturage
e.g. 18-24,urugero 18-24
e.g. District GRM Officer,urugero Umukozi wa GRM ku Karere
e.g. Issue {{ tracking_code }} is now {{ status }}.,urugero Ikibazo {{ tracking_code }} ubu ni {{ status }}.
eGRM Mobile App,Porogaramu ya eGRM kuri Telefoni
level,urwego
levels,inzego
optional,bidategetswe
plus {0} descendant region(s),hamwe n'uturere {0} two munsi
resolve the duty-coverage gaps above before activating the project.,kemura icyuho cy'inshingano hejuru mbere yo gutangiza umushinga.
row,umurongo
skipped {0},byasimbuwe {0}
status,uko bimeze
statuses,uko bimeze
template,icyitegererezo
templates,ibyitegererezo
type,ubwoko
types,amoko
unassigned {0} user(s),abakoresha {0} batahawe
user,ukoresha
users,abakoresha
{0} active,{0} bikora
{0} active user(s),{0} abakoresha bakora
{0} assigned,{0} byahawe
{0} data rows detected,Imirongo y'amakuru {0} yabonetse
{0} department(s) deleted.,Amashami {0} yasibwe.
{0} descendant region(s),uturere two munsi {0}
{0} draft,{0} cyateguwe
{0} of {1} region(s) are missing coverage:,Uturere {0} kuri {1} ntiturafasha:
{0} of {1} region(s) missing duty coverage,Uturere {0} kuri {1} ntiturafasha mu nshingano
{0} of {1} regions fully covered.,Uturere {0} kuri {1} twuzuye.
{0} of {1} regions have full duty coverage.,Uturere {0} kuri {1} twuzuye inshingano.
{0} pending,{0} bitegereje
{0} region(s) missing coverage,Uturere {0} ntiturafasha
{0} role(s) deleted.,Inshingano {0} zasibwe.
"{0} rows ready, {1} skipped (of {2} total).","Imirongo {0} iteguye, {1} yasimbuwe (kuri {2} yose)."
{0} rows selected,{0} imirongo yatoranyijwe
{0} selected,{0} byatoranyijwe
{0} unmapped,{0} bidashobora gushyirwa
{0} {1} deleted.,{0} {1} byasibwe.
{0}-{1} of {2},{0}-{1} kuri {2}
"{0}: {1} succeeded, {2} failed","{0}: {1} byagenze neza, {2} byanze"
